name,geoid,pop
"Tillamook County, Oregon",41057,27748
"Umatilla County, Oregon",41059,79988
"Union County, Oregon",41061,26212
"Wallowa County, Oregon",41063,7545
"Wasco County, Oregon",41065,26726
"Washington County, Oregon",41067,600811
"Wheeler County, Oregon",41069,1451
"Yamhill County, Oregon",41071,108239
"Pennsylvania, Pennsylvania",42000,12964056
"Adams County, Pennsylvania",42001,104127
"Allegheny County, Pennsylvania",42003,1238090
"Armstrong County, Pennsylvania",42005,65093
"Beaver County, Pennsylvania",42007,166624
"Bedford County, Pennsylvania",42009,47461
"Berks County, Pennsylvania",42011,429342
"Blair County, Pennsylvania",42013,121767
"Bradford County, Pennsylvania",42015,59892
"Bucks County, Pennsylvania",42017,646098
"Butler County, Pennsylvania",42019,194273
"Cambria County, Pennsylvania",42021,132167
"Cameron County, Pennsylvania",42023,4459
"Carbon County, Pennsylvania",42025,65412
"Centre County, Pennsylvania",42027,157527
"Chester County, Pennsylvania",42029,538649
"Clarion County, Pennsylvania",42031,37156
"Clearfield County, Pennsylvania",42033,80082
"Clinton County, Pennsylvania",42035,37465
"Columbia County, Pennsylvania",42037,64872
"Crawford County, Pennsylvania",42039,83351
"Cumberland County, Pennsylvania",42041,262919
"Dauphin County, Pennsylvania",42043,287400
"Delaware County, Pennsylvania",42045,573849
"Elk County, Pennsylvania",42047,30783
"Erie County, Pennsylvania",42049,269011
"Fayette County, Pennsylvania",42051,126931
"Forest County, Pennsylvania",42053,7032
"Franklin County, Pennsylvania",42055,156289
"Fulton County, Pennsylvania",42057,14523
"Greene County, Pennsylvania",42059,35369
"Huntingdon County, Pennsylvania",42061,43889
"Indiana County, Pennsylvania",42063,82886
"Jefferson County, Pennsylvania",42065,44114
"Juniata County, Pennsylvania",42067,23297
"Lackawanna County, Pennsylvania",42069,215663
"Lancaster County, Pennsylvania",42071,553652
"Lawrence County, Pennsylvania",42073,85497
"Lebanon County, Pennsylvania",42075,143493
"Lehigh County, Pennsylvania",42077,375539
"Luzerne County, Pennsylvania",42079,326053
"Lycoming County, Pennsylvania",42081,113605
"McKean County, Pennsylvania",42083,39941
"Mercer County, Pennsylvania",42085,109972
"Mifflin County, Pennsylvania",42087,46136
"Monroe County, Pennsylvania",42089,169273
"Montgomery County, Pennsylvania",42091,860578
"Montour County, Pennsylvania",42093,18087
"Northampton County, Pennsylvania",42095,313628
"Northumberland County, Pennsylvania",42097,91266
"Perry County, Pennsylvania",42099,45986
"Philadelphia County, Pennsylvania",42101,1576251
"Pike County, Pennsylvania",42103,59952
"Potter County, Pennsylvania",42105,16259
"Schuylkill County, Pennsylvania",42107,143264
"Snyder County, Pennsylvania",42109,39621
"Somerset County, Pennsylvania",42111,73627
"Sullivan County, Pennsylvania",42113,5868
"Susquehanna County, Pennsylvania",42115,38389
"Tioga County, Pennsylvania",42117,40929
"Union County, Pennsylvania",42119,42568
"Venango County, Pennsylvania",42121,49938
"Warren County, Pennsylvania",42123,38134
"Washington County, Pennsylvania",42125,209470
"Wayne County, Pennsylvania",42127,51431
"Westmoreland County, Pennsylvania",42129,353057
"Wyoming County, Pennsylvania",42131,26034
"York County, Pennsylvania",42133,458696
"Rhode Island, Rhode Island",44000,1095610
"Bristol County, Rhode Island",44001,50818
"Kent County, Rhode Island",44003,170715
"Newport County, Rhode Island",44005,85264
"Providence County, Rhode Island",44007,658221
"Washington County, Rhode Island",44009,130592
"South Carolina, South Carolina",45000,5190705
"Abbeville County, South Carolina",45001,24299
"Aiken County, South Carolina",45003,170776
"Allendale County, South Carolina",45005,7858
"Anderson County, South Carolina",45007,206908
"Bamberg County, South Carolina",45009,13189
"Barnwell County, South Carolina",45011,20580
"Beaufort County, South Carolina",45013,191748
"Berkeley County, South Carolina",45015,236701
"Calhoun County, South Carolina",45017,14165
"Charleston County, South Carolina",45019,413024
"Cherokee County, South Carolina",45021,56052
"Chester County, South Carolina",45023,32209
"Chesterfield County, South Carolina",45025,43268
"Clarendon County, South Carolina",45027,31024
"Colleton County, South Carolina",45029,38462
"Darlington County, South Carolina",45031,62755
"Dillon County, South Carolina",45033,28087
"Dorchester County, South Carolina",45035,163327
"Edgefield County, South Carolina",45037,26153
"Fairfield County, South Carolina",45039,20690
"Florence County, South Carolina",45041,136504
"Georgetown County, South Carolina",45043,63921
"Greenville County, South Carolina",45045,533834
"Greenwood County, South Carolina",45047,69241
"Hampton County, South Carolina",45049,18180
"Horry County, South Carolina",45051,365579
"Jasper County, South Carolina",45053,30324
"Kershaw County, South Carolina",45055,66130
"Lancaster County, South Carolina",45057,100336
"Laurens County, South Carolina",45059,67803
"Lee County, South Carolina",45061,16280
"Lexington County, South Carolina",45063,300137
"McCormick County, South Carolina",45065,9760
"Marion County, South Carolina",45067,28784
"Marlboro County, South Carolina",45069,26382
"Newberry County, South Carolina",45071,37996
"Oconee County, South Carolina",45073,79203
"Orangeburg County, South Carolina",45075,82962
"Pickens County, South Carolina",45077,132229
"Richland County, South Carolina",45079,418307
"Saluda County, South Carolina",45081,18821
"Spartanburg County, South Carolina",45083,335864
"Sumter County, South Carolina",45085,104758
"Union County, South Carolina",45087,27016
"Williamsburg County, South Carolina",45089,30484
"York County, South Carolina",45091,288595
"South Dakota, South Dakota",46000,895376
"Aurora County, South Dakota",46003,2748
"Beadle County, South Dakota",46005,19121
"Bennett County, South Dakota",46007,3406
"Bon Homme County, South Dakota",46009,7014
"Brookings County, South Dakota",46011,34639
"Brown County, South Dakota",46013,38101
"Brule County, South Dakota",46015,5242
"Buffalo County, South Dakota",46017,1923
"Butte County, South Dakota",46019,10456
"Campbell County, South Dakota",46021,1380
"Charles Mix County, South Dakota",46023,9163
"Clark County, South Dakota",46025,3855
"Clay County, South Dakota",46027,15150
"Codington County, South Dakota",46029,28427
"Corson County, South Dakota",46031,3872
"Custer County, South Dakota",46033,8609
"Davison County, South Dakota",46035,19878
"Day County, South Dakota",46037,5414
"Deuel County, South Dakota",46039,4272
"Dewey County, South Dakota",46041,5246
"Douglas County, South Dakota",46043,2821
"Edmunds County, South Dakota",46045,4033
"Fall River County, South Dakota",46047,7202
"Faulk County, South Dakota",46049,2137
"Grant County, South Dakota",46051,7519
"Gregory County, South Dakota",46053,3977
"Haakon County, South Dakota",46055,1835
"Hamlin County, South Dakota",46057,6255
"Hand County, South Dakota",46059,3095
"Hanson County, South Dakota",46061,3505
"Harding County, South Dakota",46063,1327
"Hughes County, South Dakota",46065,17694
"Hutchinson County, South Dakota",46067,7411
"Hyde County, South Dakota",46069,1236
"Jackson County, South Dakota",46071,2878
"Jerauld County, South Dakota",46073,1636
"Jones County, South Dakota",46075,879
"Kingsbury County, South Dakota",46077,5192
"Lake County, South Dakota",46079,10851
"Lawrence County, South Dakota",46081,26165
"Lincoln County, South Dakota",46083,67870
"Lyman County, South Dakota",46085,3764
"McCook County, South Dakota",46087,5695
"McPherson County, South Dakota",46089,2420
"Marshall County, South Dakota",46091,4304
"Meade County, South Dakota",46093,30173
"Mellette County, South Dakota",46095,1908
"Miner County, South Dakota",46097,2314
"Minnehaha County, South Dakota",46099,199685
"Moody County, South Dakota",46101,6315
"Oglala Lakota County, South Dakota",46102,13586
"Pennington County, South Dakota",46103,111806
"Perkins County, South Dakota",46105,2819
"Potter County, South Dakota",46107,2475
"Roberts County, South Dakota",46109,10163
"Sanborn County, South Dakota",46111,2378
"Spink County, South Dakota",46115,6269
"Stanley County, South Dakota",46117,3032
"Sully County, South Dakota",46119,1476
"Todd County, South Dakota",46121,9286
"Tripp County, South Dakota",46123,5569
"Turner County, South Dakota",46125,8708
"Union County, South Dakota",46127,16872
"Walworth County, South Dakota",46129,5248
"Yankton County, South Dakota",46135,23297
"Ziebach County, South Dakota",46137,2380
"Tennessee, Tennessee",47000,6975218
"Anderson County, Tennessee",47001,77576
"Bedford County, Tennessee",47003,51119
"Benton County, Tennessee",47005,15872
"Bledsoe County, Tennessee",47007,15234
"Blount County, Tennessee",47009,137605
"Bradley County, Tennessee",47011,110162
"Campbell County, Tennessee",47013,39578
"Cannon County, Tennessee",47015,14553
"Carroll County, Tennessee",47017,28432
"Carter County, Tennessee",47019,56134
"Cheatham County, Tennessee",47021,41523
"Chester County, Tennessee",47023,17504
"Claiborne County, Tennessee",47025,32267
"Clay County, Tennessee",47027,7555
"Cocke County, Tennessee",47029,36418
"Coffee County, Tennessee",47031,59032
"Crockett County, Tennessee",47033,13979
"Cumberland County, Tennessee",47035,62451
"Davidson County, Tennessee",47037,703953
"Decatur County, Tennessee",47039,11391
"DeKalb County, Tennessee",47041,20478
"Dickson County, Tennessee",47043,55292
"Dyer County, Tennessee",47045,36615
"Fayette County, Tennessee",47047,42832
"Fentress County, Tennessee",47049,18850
"Franklin County, Tennessee",47051,43215
"Gibson County, Tennessee",47053,50541
"Giles County, Tennessee",47055,30542
"Grainger County, Tennessee",47057,23763
"Greene County, Tennessee",47059,70621
"Grundy County, Tennessee",47061,13622
"Hamblen County, Tennessee",47063,64468
"Hamilton County, Tennessee",47065,369135
"Hancock County, Tennessee",47067,6787
"Hardeman County, Tennessee",47069,25426
"Hardin County, Tennessee",47071,26892
"Hawkins County, Tennessee",47073,57288
"Haywood County, Tennessee",47075,17694
"Henderson County, Tennessee",47077,27953
"Henry County, Tennessee",47079,32239
"Hickman County, Tennessee",47081,25307
"Houston County, Tennessee",47083,8317
"Humphreys County, Tennessee",47085,19211
"Jackson County, Tennessee",47087,11750
"Jefferson County, Tennessee",47089,55624
"Johnson County, Tennessee",47091,18170
"Knox County, Tennessee",47093,486677
"Lake County, Tennessee",47095,7128
"Lauderdale County, Tennessee",47097,25108
"Lawrence County, Tennessee",47099,44828
"Lewis County, Tennessee",47101,12857
"Lincoln County, Tennessee",47103,35433
"Loudon County, Tennessee",47105,56690
"McMinn County, Tennessee",47107,54059
"McNairy County, Tennessee",47109,25860
"Macon County, Tennessee",47111,25699
"Madison County, Tennessee",47113,98775
"Marion County, Tennessee",47115,28877
"Marshall County, Tennessee",47117,34984
"Maury County, Tennessee",47119,104760
"Meigs County, Tennessee",47121,13049
"Monroe County, Tennessee",47123,46698
"Montgomery County, Tennessee",47125,227900
"Moore County, Tennessee",47127,6644
"Morgan County, Tennessee",47129,21254
"Obion County, Tennessee",47131,30466
"Overton County, Tennessee",47133,22839
"Perry County, Tennessee",47135,8472
"Pickett County, Tennessee",47137,5079
"Polk County, Tennessee",47139,17776
"Putnam County, Tennessee",47141,81188
"Rhea County, Tennessee",47143,33136
"Roane County, Tennessee",47145,53992
"Robertson County, Tennessee",47147,74098
"Rutherford County, Tennessee",47149,352182
"Scott County, Tennessee",47151,21917
"Sequatchie County, Tennessee",47153,16396
"Sevier County, Tennessee",47155,99517
"Shelby County, Tennessee",47157,924454
"Smith County, Tennessee",47159,20172
"Stewart County, Tennessee",47161,13855
"Sullivan County, Tennessee",47163,159265
"Sumner County, Tennessee",47165,200557
"Tipton County, Tennessee",47167,61004
"Trousdale County, Tennessee",47169,12035
"Unicoi County, Tennessee",47171,17698
"Union County, Tennessee",47173,20040
"Van Buren County, Tennessee",47175,6324
"Warren County, Tennessee",47177,41523
"Washington County, Tennessee",47179,134236
"Wayne County, Tennessee",47181,16409
"Weakley County, Tennessee",47183,33036
"White County, Tennessee",47185,27650
"Williamson County, Tennessee",47187,255735
"Wilson County, Tennessee",47189,151917
"Texas, Texas",48000,29527941
"Anderson County, Texas",48001,58402
"Andrews County, Texas",48003,18440
"Angelina County, Texas",48005,86506
"Aransas County, Texas",48007,24510
"Archer County, Texas",48009,8681
"Armstrong County, Texas",48011,1839
"Atascosa County, Texas",48013,49939
"Austin County, Texas",48015,30380
"Bailey County, Texas",48017,6835
"Bandera County, Texas",48019,21565
"Bastrop County, Texas",48021,102058
"Baylor County, Texas",48023,3477
"Bee County, Texas",48025,30924
"Bell County, Texas",48027,379617
"Bexar County, Texas",48029,2028236
"Blanco County, Texas",48031,11886
"Borden County, Texas",48033,617
"Bosque County, Texas",48035,18503
"Bowie County, Texas",48037,92581
"Brazoria County, Texas",48039,379689
"Brazos County, Texas",48041,237032
"Brewster County, Texas",48043,9450
"Briscoe County, Texas",48045,1403
"Brooks County, Texas",48047,6994
"Brown County, Texas",48049,38192
"Burleson County, Texas",48051,18051
"Burnet County, Texas",48053,50954
"Caldwell County, Texas",48055,46791
"Calhoun County, Texas",48057,19727
"Callahan County, Texas",48059,14115
"Cameron County, Texas",48061,423029
"Camp County, Texas",48063,12616
"Carson County, Texas",48065,5746
"Cass County, Texas",48067,28560
"Castro County, Texas",48069,7374
"Chambers County, Texas",48071,48865
"Cherokee County, Texas",48073,51097
"Childress County, Texas",48075,6736
"Clay County, Texas",48077,10263
"Cochran County, Texas",48079,2516
"Coke County, Texas",48081,3321
"Coleman County, Texas",48083,7735
"Collin County, Texas",48085,1109462
"Collingsworth County, Texas",48087,2615
"Colorado County, Texas",48089,20630
"Comal County, Texas",48091,174986
"Comanche County, Texas",48093,13775
"Concho County, Texas",48095,3341
"Cooke County, Texas",48097,42244
"Coryell County, Texas",48099,84232
"Cottle County, Texas",48101,1381
"Crane County, Texas",48103,4680
"Crockett County, Texas",48105,3068
"Crosby County, Texas",48107,5106
"Culberson County, Texas",48109,2193
"Dallam County, Texas",48111,7172
"Dallas County, Texas",48113,2586050
"Dawson County, Texas",48115,12413
"Deaf Smith County, Texas",48117,18329
"Delta County, Texas",48119,5392
"Denton County, Texas",48121,941647
"DeWitt County, Texas",48123,19918
"Dickens County, Texas",48125,1740
"Dimmit County, Texas",48127,8473
"Donley County, Texas",48129,3268
"Duval County, Texas",48131,9756
"Eastland County, Texas",48133,17864
"Ector County, Texas",48135,161091
"Edwards County, Texas",48137,1438
"Ellis County, Texas",48139,202678
"El Paso County, Texas",48141,867947
"Erath County, Texas",48143,43378
"Falls County, Texas",48145,17313
"Fannin County, Texas",48147,36569
"Fayette County, Texas",48149,24687
"Fisher County, Texas",48151,3706
"Floyd County, Texas",48153,5350
"Foard County, Texas",48155,1080
"Fort Bend County, Texas",48157,858527
"Franklin County, Texas",48159,10464
"Freestone County, Texas",48161,19774
"Frio County, Texas",48163,18436
"Gaines County, Texas",48165,21895
"Galveston County, Texas",48167,355062
"Garza County, Texas",48169,5863
"Gillespie County, Texas",48171,27297
"Glasscock County, Texas",48173,1149
"Goliad County, Texas",48175,7163
"Gonzales County, Texas",48177,19641
"Gray County, Texas",48179,21030
"Grayson County, Texas",48181,139336
"Gregg County, Texas",48183,124201
"Grimes County, Texas",48185,30287
"Guadalupe County, Texas",48187,177036
"Hale County, Texas",48189,32220
"Hall County, Texas",48191,2845
"Hamilton County, Texas",48193,8229
"Hansford County, Texas",48195,5159
"Hardeman County, Texas",48197,3552
"Hardin County, Texas",48199,56973
"Harris County, Texas",48201,4728030
"Harrison County, Texas",48203,69150
"Hartley County, Texas",48205,5397
"Haskell County, Texas",48207,5411
"Hays County, Texas",48209,255397
"Hemphill County, Texas",48211,3271
"Henderson County, Texas",48213,83667
"Hidalgo County, Texas",48215,880356
"Hill County, Texas",48217,36471
"Hockley County, Texas",48219,21363
"Hood County, Texas",48221,64222
"Hopkins County, Texas",48223,37211
"Houston County, Texas",48225,22241
"Howard County, Texas",48227,34128
"Hudspeth County, Texas",48229,3287
"Hunt County, Texas",48231,103394
"Hutchinson County, Texas",48233,20495
"Irion County, Texas",48235,1552
"Jack County, Texas",48237,8712
"Jackson County, Texas",48239,15121
"Jasper County, Texas",48241,32975
"Jeff Davis County, Texas",48243,1949
"Jefferson County, Texas",48245,253704
"Jim Hogg County, Texas",48247,4801
"Jim Wells County, Texas",48249,38847
"Johnson County, Texas",48251,187280
"Jones County, Texas",48253,19873
"Karnes County, Texas",48255,14754
"Kaufman County, Texas",48257,157768
"Kendall County, Texas",48259,46788
"Kenedy County, Texas",48261,340
"Kent County, Texas",48263,749
"Kerr County, Texas",48265,53161
"Kimble County, Texas",48267,4365
"King County, Texas",48269,258
"Kinney County, Texas",48271,3130
"Kleberg County, Texas",48273,30635
"Knox County, Texas",48275,3351
"Lamar County, Texas",48277,50098
"Lamb County, Texas",48279,12898
"Lampasas County, Texas",48281,22252
"La Salle County, Texas",48283,6670
"Lavaca County, Texas",48285,20544
"Lee County, Texas",48287,17706
"Leon County, Texas",48289,15959
"Liberty County, Texas",48291,97621
"Limestone County, Texas",48293,22119
"Lipscomb County, Texas",48295,2931
"Live Oak County, Texas",48297,11377
"Llano County, Texas",48299,21978
"Loving County, Texas",48301,57
"Lubbock County, Texas",48303,314451
"Lynn County, Texas",48305,5688
"McCulloch County, Texas",48307,7533
"McLennan County, Texas",48309,263115
"McMullen County, Texas",48311,608
"Madison County, Texas",48313,13718
"Marion County, Texas",48315,9645
"Martin County, Texas",48317,5211
"Mason County, Texas",48319,3943
"Matagorda County, Texas",48321,36344
"Maverick County, Texas",48323,58056
"Medina County, Texas",48325,51981
"Menard County, Texas",48327,1982
"Midland County, Texas",48329,167969
"Milam County, Texas",48331,25106
"Mills County, Texas",48333,4480
"Mitchell County, Texas",48335,9070
"Montague County, Texas",48337,20409
"Montgomery County, Texas",48339,648886
"Moore County, Texas",48341,21118
"Morris County, Texas",48343,12030
"Motley County, Texas",48345,1067
"Nacogdoches County, Texas",48347,64668
"Navarro County, Texas",48349,53591
"Newton County, Texas",48351,12241
"Nolan County, Texas",48353,14597
"Nueces County, Texas",48355,353079
"Ochiltree County, Texas",48357,9782
"Oldham County, Texas",48359,1717
"Orange County, Texas",48361,84742
"Palo Pinto County, Texas",48363,28686
"Panola County, Texas",48365,22675
"Parker County, Texas",48367,156764
"Parmer County, Texas",48369,9813
"Pecos County, Texas",48371,15118
"Polk County, Texas",48373,51899
"Potter County, Texas",48375,116547
"Presidio County, Texas",48377,6140
"Rains County, Texas",48379,12509
"Randall County, Texas",48381,143854
"Reagan County, Texas",48383,3253
"Real County, Texas",48385,2826
"Red River County, Texas",48387,11555
"Reeves County, Texas",48389,14487
"Refugio County, Texas",48391,6756
"Roberts County, Texas",48393,797
"Robertson County, Texas",48395,16958
"Rockwall County, Texas",48397,116381
"Runnels County, Texas",48399,9943
"Rusk County, Texas",48401,52743
"Sabine County, Texas",48403,10039
"San Augustine County, Texas",48405,7922
"San Jacinto County, Texas",48407,27878
"San Patricio County, Texas",48409,69699
"San Saba County, Texas",48411,5827
"Schleicher County, Texas",48413,2429
"Scurry County, Texas",48415,16824
"Shackelford County, Texas",48417,3212
"Shelby County, Texas",48419,23939
"Sherman County, Texas",48421,2798
"Smith County, Texas",48423,237186
"Somervell County, Texas",48425,9469
"Starr County, Texas",48427,66049
"Stephens County, Texas",48429,9173
"Sterling County, Texas",48431,1381
"Stonewall County, Texas",48433,1217
"Sutton County, Texas",48435,3319
"Swisher County, Texas",48437,7008
"Tarrant County, Texas",48439,2126477
"Taylor County, Texas",48441,143326
"Terrell County, Texas",48443,724
"Terry County, Texas",48445,11754
"Throckmorton County, Texas",48447,1495
"Titus County, Texas",48449,31183
"Tom Green County, Texas",48451,119411
"Travis County, Texas",48453,1305154
"Trinity County, Texas",48455,13827
"Tyler County, Texas",48457,20077
"Upshur County, Texas",48459,41774
"Upton County, Texas",48461,3265
"Uvalde County, Texas",48463,24729
"Val Verde County, Texas",48465,47564
"Van Zandt County, Texas",48467,61275
"Victoria County, Texas",48469,90964
"Walker County, Texas",48471,77977
"Waller County, Texas",48473,59781
"Ward County, Texas",48475,11194
"Washington County, Texas",48477,35891
"Webb County, Texas",48479,267945
"Wharton County, Texas",48481,41721
"Wheeler County, Texas",48483,4927
"Wichita County, Texas",48485,130069
"Wilbarger County, Texas",48487,12731
"Willacy County, Texas",48489,20316
"Williamson County, Texas",48491,643026
"Wilson County, Texas",48493,51257
"Winkler County, Texas",48495,7415
"Wise County, Texas",48497,71714
"Wood County, Texas",48499,45875
"Yoakum County, Texas",48501,7607
"Young County, Texas",48503,17977
"Zapata County, Texas",48505,13908
"Zavala County, Texas",48507,9534
"Utah, Utah",49000,3337975
"Beaver County, Utah",49001,7249
"Box Elder County, Utah",49003,59688
"Cache County, Utah",49005,137417
"Carbon County, Utah",49007,20372
"Daggett County, Utah",49009,976
"Davis County, Utah",49011,367285
"Duchesne County, Utah",49013,19790
"Emery County, Utah",49015,9967
"Garfield County, Utah",49017,5129
"Grand County, Utah",49019,9663
"Iron County, Utah",49021,60519
"Juab County, Utah",49023,12155
"Kane County, Utah",49025,7992
"Millard County, Utah",49027,13164
"Morgan County, Utah",49029,12657
"Piute County, Utah",49031,1487
"Rich County, Utah",49033,2597
"Salt Lake County, Utah",49035,1186421
"San Juan County, Utah",49037,14489
"Sanpete County, Utah",49039,29106
"Sevier County, Utah",49041,21906
"Summit County, Utah",49043,43093
"Tooele County, Utah",49045,76640
"Uintah County, Utah",49047,36204
"Utah County, Utah",49049,684986
"Wasatch County, Utah",49051,36173
"Washington County, Utah",49053,191226
"Wayne County, Utah",49055,2558
"Weber County, Utah",49057,267066
"Vermont, Vermont",50000,645570
"Addison County, Vermont",50001,37260
"Bennington County, Vermont",50003,37312
"Caledonia County, Vermont",50005,30403
"Chittenden County, Vermont",50007,168865
"Essex County, Vermont",50009,5925
"Franklin County, Vermont",50011,50325
"Grand Isle County, Vermont",50013,7421
"Lamoille County, Vermont",50015,26126
"Orange County, Vermont",50017,29541
"Orleans County, Vermont",50019,27546
"Rutland County, Vermont",50021,60591
"Washington County, Vermont",50023,59969
"Windham County, Vermont",50025,46090
"Windsor County, Vermont",50027,58196
"Virginia, Virginia",51000,8642274
"Accomack County, Virginia",51001,33246
"Albemarle County, Virginia",51003,113535
"Alleghany County, Virginia",51005,14986
"Amelia County, Virginia",51007,13268
"Amherst County, Virginia",51009,31273
"Appomattox County, Virginia",51011,16353
"Arlington County, Virginia",51013,232965
"Augusta County, Virginia",51015,77563
"Bath County, Virginia",51017,4114
"Bedford County, Virginia",51019,80131
"Bland County, Virginia",51021,6173
"Botetourt County, Virginia",51023,33866
"Brunswick County, Virginia",51025,15940
"Buchanan County, Virginia",51027,19816
"Buckingham County, Virginia",51029,16947
"Campbell County, Virginia",51031,55492
"Caroline County, Virginia",51033,31332
"Carroll County, Virginia",51035,29048
"Charles City County, Virginia",51036,6594
"Charlotte County, Virginia",51037,11448
"Chesterfield County, Virginia",51041,370688
"Clarke County, Virginia",51043,14881
"Craig County, Virginia",51045,4865
"Culpeper County, Virginia",51047,53596
"Cumberland County, Virginia",51049,9681
"Dickenson County, Virginia",51051,13787
"Dinwiddie County, Virginia",51053,27912
"Essex County, Virginia",51057,10573
"Fairfax County, Virginia",51059,1139720
"Fauquier County, Virginia",51061,73815
"Floyd County, Virginia",51063,15566
"Fluvanna County, Virginia",51065,27723
"Franklin County, Virginia",51067,54938
"Frederick County, Virginia",51069,93717
"Giles County, Virginia",51071,16562
"Gloucester County, Virginia",51073,39069
"Goochland County, Virginia",51075,25488
"Grayson County, Virginia",51077,15359
"Greene County, Virginia",51079,20968
"Greensville County, Virginia",51081,11437
"Halifax County, Virginia",51083,33738
"Hanover County, Virginia",51085,111603
"Henrico County, Virginia",51087,333554
"Henry County, Virginia",51089,50248
"Highland County, Virginia",51091,2226
"Isle of Wight County, Virginia",51093,39278
"James City County, Virginia",51095,79882
"King and Queen County, Virginia",51097,6662
"King George County, Virginia",51099,27489
"King William County, Virginia",51101,18171
"Lancaster County, Virginia",51103,10928
"Lee County, Virginia",51105,21983
"Loudoun County, Virginia",51107,427592
"Louisa County, Virginia",51109,38848
"Lunenburg County, Virginia",51111,11926
"Madison County, Virginia",51113,13942
"Mathews County, Virginia",51115,8546
"Mecklenburg County, Virginia",51117,30248
"Middlesex County, Virginia",51119,10781
"Montgomery County, Virginia",51121,98473
"Nelson County, Virginia",51125,14790
"New Kent County, Virginia",51127,23897
"Northampton County, Virginia",51131,12085
"Northumberland County, Virginia",51133,12029
"Nottoway County, Virginia",51135,15594
"Orange County, Virginia",51137,37188
"Page County, Virginia",51139,23807
"Patrick County, Virginia",51141,17602
"Pittsylvania County, Virginia",51143,59972
"Powhatan County, Virginia",51145,31136
"Prince Edward County, Virginia",51147,21932
"Prince George County, Virginia",51149,42880
"Prince William County, Virginia",51153,484472
"Pulaski County, Virginia",51155,33759
"Rappahannock County, Virginia",51157,7407
"Richmond County, Virginia",51159,9017
"Roanoke County, Virginia",51161,96589
"Rockbridge County, Virginia",51163,22641
"Rockingham County, Virginia",51165,84394
"Russell County, Virginia",51167,25550
"Scott County, Virginia",51169,21419
"Shenandoah County, Virginia",51171,44752
"Smyth County, Virginia",51173,29477
"Southampton County, Virginia",51175,18006
"Spotsylvania County, Virginia",51177,143676
"Stafford County, Virginia",51179,160877
"Surry County, Virginia",51181,6530
"Sussex County, Virginia",51183,10763
"Tazewell County, Virginia",51185,39925
"Warren County, Virginia",51187,40925
"Washington County, Virginia",51191,53635
"Westmoreland County, Virginia",51193,18731
"Wise County, Virginia",51195,35647
"Wythe County, Virginia",51197,28178
"York County, Virginia",51199,70915
"Alexandria city, Virginia",51510,154706
"Bristol city, Virginia",51520,17054
"Buena Vista city, Virginia",51530,6601
"Charlottesville city, Virginia",51540,45672
"Chesapeake city, Virginia",51550,251269
"Colonial Heights city, Virginia",51570,18273
"Covington city, Virginia",51580,5717
"Danville city, Virginia",51590,42215
"Emporia city, Virginia",51595,5667
"Fairfax city, Virginia",51600,24276
"Falls Church city, Virginia",51610,14493
"Franklin city, Virginia",51620,8217
"Fredericksburg city, Virginia",51630,28367
"Galax city, Virginia",51640,6660
"Hampton city, Virginia",51650,137746
"Harrisonburg city, Virginia",51660,51430
"Hopewell city, Virginia",51670,23140
"Lexington city, Virginia",51678,7456
"Lynchburg city, Virginia",51680,79009
"Manassas city, Virginia",51683,42708
"Manassas Park city, Virginia",51685,17002
"Martinsville city, Virginia",51690,13517
"Newport News city, Virginia",51700,184587
"Norfolk city, Virginia",51710,235089
"Norton city, Virginia",51720,3666
"Petersburg city, Virginia",51730,33429
"Poquoson city, Virginia",51735,12574
"Portsmouth city, Virginia",51740,97840
"Radford city, Virginia",51750,16499
"Richmond city, Virginia",51760,226604
"Roanoke city, Virginia",51770,98865
"Salem city, Virginia",51775,25373
"Staunton city, Virginia",51790,25661
"Suffolk city, Virginia",51800,96194
"Virginia Beach city, Virginia",51810,457672
"Waynesboro city, Virginia",51820,22550
"Williamsburg city, Virginia",51830,15590
"Winchester city, Virginia",51840,28136
"Washington, Washington",53000,7738692
"Adams County, Washington",53001,20621
"Asotin County, Washington",53003,22397
"Benton County, Washington",53005,210025
"Chelan County, Washington",53007,79646
"Clallam County, Washington",53009,78209
"Clark County, Washington",53011,511404
"Columbia County, Washington",53013,4042
"Cowlitz County, Washington",53015,111524
"Douglas County, Washington",53017,43696
"Ferry County, Washington",53019,7273
"Franklin County, Washington",53021,98268
"Garfield County, Washington",53023,2346
"Grant County, Washington",53025,100297
"Grays Harbor County, Washington",53027,76841
"Island County, Washington",53029,87432
"Jefferson County, Washington",53031,33605
"King County, Washington",53033,2252305
"Kitsap County, Washington",53035,274314
"Kittitas County, Washington",53037,45499
"Klickitat County, Washington",53039,23118
"Lewis County, Washington",53041,84398
"Lincoln County, Washington",53043,11232
"Mason County, Washington",53045,67615
"Okanogan County, Washington",53047,42634
"Pacific County, Washington",53049,23948
"Pend Oreille County, Washington",53051,13886
"Pierce County, Washington",53053,925708
"San Juan County, Washington",53055,18557
"Skagit County, Washington",53057,130696
"Skamania County, Washington",53059,12170
"Snohomish County, Washington",53061,833540
"Spokane County, Washington",53063,546040
"Stevens County, Washington",53065,47426
"Thurston County, Washington",53067,297977
"Wahkiakum County, Washington",53069,4582
"Walla Walla County, Washington",53071,62682
"Whatcom County, Washington",53073,228831
"Whitman County, Washington",53075,47873
"Yakima County, Washington",53077,256035
"West Virginia, West Virginia",54000,1782959
